Spiller id,Spillernavn,Fornavn,Etternavn,Alder,Nasjonalitet,Lag id,Lag navn,Posisjonslinje,Rolle,Kamper,Starter,Minutter,Rating,Mål,Målgivende,Skudd totalt,Skudd på mål,Pasninger totalt,Nøkkelpasninger,Pasningspresisjon,Taklinger,Blokkeringer,Brudd,Dueller totalt,Dueller vunnet,Driblinger forsøk,Driblinger vellykket,Frispark fått,Frispark gjort,Gule kort,Røde kort
161943,N. Holm,Noah Emmanuel Jean,Holm,24.0,Norway,331,Rosenborg,Attacker,Spiss,17,10,971,6.81,1,2,17.0,4.0,156,9.0,70.8,17.0,2.0,3.0,143,70,20.0,6.0,24,18.0,2,0
318416,M. Broholm,Marius,Sivertsen Broholm,21.0,Norway,331,Rosenborg,Midfielder,Kant,11,11,949,7.34,5,1,18.0,12.0,451,20.0,86.2,8.0,1.0,8.0,102,41,41.0,18.0,15,7.0,3,0
15832,J. Sørensen,Jakob,Lungi Sørensen,27.0,Denmark,319,Brann,Midfielder,Sentral midt,12,11,949,7.23,1,1,11.0,3.0,802,12.0,73.9,24.0,2.0,22.0,126,63,7.0,5.0,12,24.0,7,0
264390,T. Haltvik,Teodor,Berg Haltvik,25.0,Norway,2143,KFUM Oslo,Midfielder,Sentral midt,26,9,942,6.68,1,1,18.0,7.0,243,7.0,75.5,14.0,1.0,5.0,144,57,43.0,18.0,17,13.0,2,0
405795,D. Schneider,Daniel,Schneider,23.0,Norway,2143,KFUM Oslo,Forsvar,Stopper,0,0,920,6.64,0,0,1.0,,627,1.0,86.7,21.0,5.0,11.0,96,51,7.0,4.0,1,9.0,1,0
372503,S. Granaas,Sondre Milian,Granaas,19.0,Norway,329,Molde,Midtbane,Kant,21,9,913,6.67,1,1,6.0,5.0,432,9.0,81.4,15.0,1.0,6.0,126,39,18.0,4.0,11,16.0,3,0
151191,K. Eriksen,Kristian,Eriksen,30.0,Norway,329,Molde,Midfielder,Sentral midt,14,10,905,6.94,3,0,16.0,7.0,257,8.0,66.5,14.0,2.0,6.0,117,57,4.0,,8,17.0,2,0
386289,E. Amundsen-Day,,,20.0,,2159,Ham-Kam,Defender,Stopper,13,11,901,6.77,1,0,4.0,2.0,539,3.0,84.4,15.0,11.0,12.0,80,47,,,7,11.0,2,1
408480,A. Warneryd,Alexander Rickard Chadchai,Thongla-Iad Warneryd,20.0,Sweden,325,Tromso,Midtbane,Kant,13,11,901,7.0,1,0,10.0,2.0,301,16.0,82.7,6.0,,6.0,100,47,26.0,11.0,22,18.0,1,0
57159,S. Fet,Sondre,Brunstad Fet,28.0,Norway,327,Bodo/Glimt,Midfielder,Sentral midt,23,9,900,6.88,4,1,14.0,7.0,328,11.0,81.9,27.0,1.0,10.0,102,56,15.0,4.0,16,13.0,0,0
425846,J. Abdulai,Wolji Jalal,Abdulai,20.0,Ghana,329,Molde,Midtbane,Sentral midtbane,20,8,890,6.95,4,1,36.0,19.0,127,12.0,73.0,9.0,2.0,2.0,151,66,29.0,14.0,22,45.0,6,0
377313,F. Fall,Fallou,Fall,21.0,Senegal,2149,Fredrikstad,Angrep,Kant,10,10,881,7.2,1,0,5.0,2.0,502,3.0,79.4,21.0,4.0,22.0,101,55,3.0,3.0,10,16.0,4,0
412028,O. Spiten-Nysæter,Oskar,Spiten-Nysæter,18.0,Norway,329,Molde,Midtbane,Offensiv midtbane,0,0,863,7.02,4,0,20.0,8.0,236,14.0,80.9,13.0,1.0,6.0,112,52,45.0,20.0,16,19.0,2,0
294713,O. Okeke,Obilor,Denzel Okeke,23.0,Norway,2143,KFUM Oslo,Midtbane,Sentral midtbane,11,9,857,7.27,6,1,19.0,12.0,180,10.0,79.2,10.0,,4.0,123,55,35.0,15.0,27,15.0,2,0
314290,B. Kristensen,Bjørn Martin,Kristensen,23.0,Norway,2143,KFUM Oslo,Forsvar,Stopper,0,0,847,6.64,2,1,14.0,6.0,139,11.0,61.6,9.0,1.0,2.0,122,46,27.0,11.0,16,14.0,5,0
